,code,name,date,open,high,low,close,volume,diffratio,high_close_ratio,low_close_ratio,open_lastclose_ratio,volume_lastvolume_ratio,trans_price_exp,trans_price_exp_ma5,close_ma5_ratio,close_ma10_ratio,close_ma20_ratio,close_ma60_ratio,close_ma120_ratio,volume_ma5_ratio,volume_ma10_ratio,volume_ma20_ratio,volume_ma60_ratio,volume_ma120_ratio,close_ubb_ratio,close_lbb_ratio,rsi,buy_strength_ma5_ratio,sell_strength_ma5_ratio,prevvalid_cnt,eps,bps,per,pbr,roe,roa,eps_krx,bps_krx,per_krx,pbr_krx,roe_krx,dps_krx,dyr_krx,marketcap,ind,ind_diff,ind_ma5,ind_ma10,ind_ma20,ind_ma60,ind_ma120,inst,inst_diff,inst_ma5,inst_ma10,inst_ma20,inst_ma60,inst_ma120,foreign,foreign_diff,foreign_ma5,foreign_ma10,foreign_ma20,foreign_ma60,foreign_ma120,short_ratio,short_ratio_diff,short_ratio_ma5,short_ratio_ma10,short_ratio_ma20,short_ratio_ma60,short_ratio_ma120,bal_rto,bal_rto_diff,bal_rto_ma5,bal_rto_ma10,bal_rto_ma20,bal_rto_ma60,bal_rto_ma120,adx,lbb,ma20,macd,macd_signal,minus_dmi,plus_dmi,rsi_signal,ubb,macd_signal_ratio,trans_price_mean,macd_signal_sign,Correlation
0,5930,삼성전자,2015-01-02,26800,26800,26540,26600,8774950,0.0022607385079125,0.0075187969924812,-0.0022556390977443,0.0097965335342877,-0.1759913983341315,26.17983047368688,26.22562256290271,-0.0046400239485107,0.0056710775047259,0.0132175370433855,0.0861723992432181,0.0721915433915112,-0.0626375340229796,-0.2624865313724468,-0.277166443362682,-0.3332384791595946,-0.3137170654413611,-0.0282642548124651,0.0583988327807503,53.43915343915343,-0.0017164233501851,-0.0017488113677581,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.72,1.57,0.2336309523809524,14300.0,1.08,32.90866688060233,-0.0337608761303483,0.0197741643895078,-0.187262298719709,-0.1472094391990099,-0.1379308564188778,-0.06873663102056,,-0.1172827195596556,0.1692250604405321,-0.0666537317979803,0.0203732033491175,0.0686563064275435,-0.0048820136736731,,0.121527757992923,0.2246773199277344,0.0424185480717316,-0.0869245894622951,-0.1030821632613261,0.013608616917021,,0.031259,-0.029163,0.0515338,0.0393429,0.0432704,0.0331131833333333,0.0374101083333333,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.2869880868554301,25132.302848552223,26253.0,485.53563485025734,505.5249822687098,0.2224912189382468,0.3418761461298936,75.39682539682539,27373.697151447777,-0.0395417597934402,0.0888547657594595,,
1,5930,삼성전자,2015-01-05,26720,26720,26260,26660,10139500,0.0022556390977443,0.0022505626406601,-0.0150037509377344,0.0045112781954887,0.1555051595735588,26.32399348764912,26.321198350068112,-0.000899415380003,0.0028588624736682,0.0141509433962263,0.0860945138511677,0.0743357601482954,0.0001657161007,-0.1261390808753346,-0.1661495963562065,-0.2295442068276842,-0.2059958621391276,-0.0274999133499925,0.0595291360244836,57.77777777777777,0.0001675200644088,0.000170668917089,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.74,1.57,0.2329376854599406,14300.0,1.07,32.91091997956524,-0.0157798708023078,0.0179810053280405,-0.118546768964556,-0.1464598371084705,-0.1334201735171053,-0.0679237588026127,,0.0463484392721534,0.163631158831809,-0.0750890143766645,-0.0006534991780378,0.0731770050590163,-0.0051120045884477,,-0.2637161595739435,-0.3852439175668665,-0.0456467231590231,-0.0661221271152043,-0.1209133412775149,0.0091646571421631,,0.060422,0.021437,0.046592,0.0388897,0.04335675,0.0328062166666666,0.0375324333333333,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.2520388278647097,25162.120694511923,26288.0,468.38794044009046,498.0975739029823,0.2782887214412101,0.2924830437266751,75.96899224806202,27413.879305488077,-0.0596462119461729,0.0888547657594595,,
2,5930,삼성전자,2015-01-06,26300,26340,25760,25900,15235500,-0.0285071267816954,0.0169884169884169,-0.0054054054054053,-0.0135033758439609,0.5025888850535036,26.7088293823431,26.371252056275132,-0.0210160266102207,-0.0278507619548081,-0.0145721569075067,0.0527742022898176,0.0438006703430302,0.3993827670772367,0.2753822882127068,0.2209828248576251,0.1569238277165223,0.1904162331972438,-0.055266383411869,0.0297856711809301,52.26130653266331,0.0138579744469633,0.0141178760740796,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.55,1.53,0.233587786259542,14300.0,1.1,32.881998633520176,0.0997899642282826,0.1155698350305904,-0.010155527801075,-0.1342154753690204,-0.1186810317903299,-0.068091479938575,,0.0680220537560303,0.0216736144838768,-0.1155092029935002,0.0013114102392309,0.0734610511545291,-0.0015449140886381,,-0.3354927636113025,-0.071776604037359,-0.1481714995388075,-0.0705587068447422,-0.1400960120574026,0.0029151306849561,,0.038985,-0.0705119999999999,0.0400712,0.0381008,0.0432441,0.032656,0.0372324333333333,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.2480456633446688,25150.86461661346,26283.0,388.9915347524038,476.276366072858,0.346480534719414,0.2205489115086659,34.285714285714285,27415.13538338654,-0.1832650904771156,0.0888547657594595,,
3,5930,삼성전자,2015-01-07,25880,26220,25640,26140,14322750,0.0092664092664092,0.0030604437643457,-0.0191277735271614,-0.0007722007722007,-0.0599094220734468,26.64359609861115,26.444954684110836,-0.0086468446601941,-0.0172932330827068,-0.0056299452221545,0.0596294945072763,0.053465878559914,0.2112917739311048,0.2408755329780363,0.1092321978019423,0.098056377665513,0.1152051647755487,-0.0465593485842295,0.0389711193126423,58.58585858585859,0.0083275049899187,0.008483193934297,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.61,1.54,0.2329803328290469,14300.0,1.09,32.891222373010756,-0.0119669756157162,-0.1117569398439988,-0.0030505597679891,-0.1184696729986878,-0.1129103181708887,-0.0693484782233712,,0.0773908641846014,0.0093688104285711,-0.0424058284694116,-0.0063358787406691,0.0746979184972864,0.0004970055853531,,-0.2098898605365589,0.1256029030747435,-0.1581441175327387,-0.0939408506354394,-0.1525886249182083,-0.0002846166412915,,0.109497,0.0919909999999999,0.0452064,0.0405545,0.0433698,0.0320848,0.0369822333333333,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.2510731956641287,25159.50589395938,26288.0,341.4978573925182,449.3206643367815,0.3248999914663524,0.1864506917695896,31.0,27416.49410604062,-0.2399685024578489,0.0888547657594595,,
4,5930,삼성전자,2015-01-08,26780,26780,26200,26280,14477600,0.0053557765876052,0.0190258751902587,-0.0030441400304414,0.0244835501147666,0.0108114712607565,26.67414463246252,26.506078814950552,-0.0013679890560875,-0.0097219082070992,-0.0001141422212076,0.0623475671378328,0.0588946343428917,0.1499230345208839,0.2931243150351514,0.0934443826594626,0.1055026454757108,0.1245638243010136,-0.0412490425468641,0.0447087494198985,58.79396984924623,0.0063404341205257,0.0064586853354327,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.64,1.55,0.233433734939759,14300.0,1.09,32.896563858431094,0.0181798088080897,0.0301467844238059,0.0112924100975999,-0.1021907486748608,-0.0920181911368923,-0.0677157180097987,,0.0004765983312151,-0.0769142658533863,0.0149910471968689,-0.0100329559623045,0.0657178262507837,-0.0008664637302362,,-0.0146122285461678,0.1952776319903911,-0.1404366508550099,-0.0840569608191411,-0.1645251909595847,-0.0002385190775126,,0.017506,0.010956,0.027649,0.0320868999999999,0.03997585,0.0307113,0.0364199916666666,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.2241876467198539,25155.33636967494,26283.0,311.56361424448187,421.7692543183146,0.2714634812576652,0.2996968385988958,37.62376237623762,27410.66363032506,-0.2612936788196019,0.0888547657594595,,
5,5930,삼성전자,2015-01-09,26280,26440,26280,26280,9312400,0.0,0.0060882800608828,0.0,0.0,-0.3567718406365696,26.223420875959896,26.51479689540516,0.0010665854030169,-0.0078526125037753,0.0012191405059434,0.0596774193548386,0.0586955645973492,-0.2665986745474521,-0.1556775120393746,-0.2852190735917561,-0.2822780373629192,-0.2776916366878545,-0.0383129840109532,0.0441406931618038,62.903225806451616,-0.0112465806901518,-0.011456234603925,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.64,1.55,0.233433734939759,14300.0,1.09,32.896563858431094,-0.0184699969932563,-0.036649805801346,0.0143505859250184,-0.0864558563973453,-0.0769560493252378,-0.0659321913836113,-0.0303492928579549,0.0514314247669773,0.0509548264357622,0.0487338760621955,-0.0089599278678923,0.0611242470807389,-1.0267490816623602e-06,-0.0532398125534287,-0.0753618830806236,-0.0607496545344558,-0.1798145790697193,-0.0686980154989938,-0.1756309052890739,-0.0036006938539228,0.0491989286925608,0.00655,-0.021268,0.027152,0.0340186,0.0403378999999999,0.0309442333333333,0.03737985,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.2008868376991504,25169.021925982495,26248.0,284.5602665423903,394.32745676312425,0.259167671634461,0.2861222124465462,35.05154639175258,27326.978074017505,-0.278365577486713,0.0888547657594595,,
6,5930,삼성전자,2015-01-12,26260,26380,26020,26320,8325400,0.0015220700152207,0.0022796352583587,-0.0113981762917932,-0.0007610350076103,-0.1059877153043253,26.111765558453055,26.472351309565944,0.0051940116101436,-0.0043126276764772,0.0027812702404084,0.0585727500636805,0.0603354506022801,-0.3250440017738532,-0.2590604982523122,-0.3416422133755663,-0.3535161627753855,-0.3527200874349568,-0.0368026326916877,0.0457581193166922,63.297872340425535,-0.0140857387609403,-0.0143487288830631,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.65,1.55,0.2330827067669172,14300.0,1.09,32.8980847712718,-0.0683871045235063,-0.04991710753025,0.0038291391807786,-0.0573588148918886,-0.0774139517857007,-0.0672269346497513,-0.0309191853956508,0.0133206812885867,-0.0381107434783906,0.0421283244654821,-0.0164803449555911,0.0550978704252945,0.0009565941158009,-0.0530069750059883,-0.2378324164604703,-0.1624705333798466,-0.1746378304470247,-0.1101422768030238,-0.173404969251954,-0.0081543512978671,0.0474538880301379,0.027818,-0.036843,0.0311874,0.0369211,0.04244135,0.0312557333333333,0.0385906583333333,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.1863670523205539,25168.343916084268,26247.0,263.3517048441936,368.1323063793339,0.3078896803697504,0.2560167984807701,30.0,27325.656083915732,-0.2846275638388863,0.0888547657594595,,
7,5930,삼성전자,2015-01-13,26280,26800,26000,26780,12293400,0.0174772036474164,0.0007468259895444,-0.0291262135922329,-0.0015197568389058,0.4766137362769356,26.510604538098196,26.432706340716965,0.0159332321699545,0.0140866404119963,0.0189871009474524,0.0738488271068635,0.0787367742628497,0.0465754777457771,0.0862959996218013,0.0047046237547334,-0.0418529133988985,-0.0461822572111547,-0.0220126403510352,0.0635748913377782,53.69127516778523,0.002733904801043,0.0027850354908576,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.77,1.58,0.2333825701624815,14300.0,1.07,32.91541100507771,-0.0818935363691086,-0.0135064318456022,-0.0325075609386995,-0.0213315443698872,-0.0790216649106051,-0.0687776013439019,-0.0313160423781391,-0.0869450274130834,-0.1002657087016701,0.0111349082316594,-0.0521871473809203,0.0419876834028738,0.0018410505028085,-0.0529461124406583,-0.0290521743374493,0.208780242123021,-0.113349712592254,-0.1307606060655307,-0.1565179288083475,-0.0109108663881369,0.0461481989887278,0.064661,0.042951,0.0361304,0.0398605,0.0428831499999999,0.0311890166666666,0.0388577416666666,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.1784822922442398,25179.232998172574,26281.0,280.428076931923,350.5914604898495,0.2424726078397952,0.3131674427699569,55.55555555555556,27382.767001827426,-0.2001286153972308,0.0888547657594595,,
8,5930,삼성전자,2015-01-14,26780,27100,26700,26900,14332250,0.0044809559372666,0.0074349442379182,-0.0074349442379182,0.0,0.1658491548310474,26.675671391826175,26.43912139935997,0.0146348823174411,0.0173978819969742,0.0212604403948366,0.0749823500419601,0.0834614377680964,0.2199518054239753,0.2160108125673188,0.1716452409691,0.119890982092957,0.1095615858549623,-0.019738396723246,0.0658384775101887,50.0,0.0087023322617714,0.0088650862506423,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.8,1.58,0.2323529411764706,14300.0,1.06,32.919881951422475,-0.1709187322297615,-0.0890251958606529,-0.0642979122615086,-0.0336742360147489,-0.0867108406823495,-0.0725773629056525,-0.0314274266486079,0.026569450016571,0.1135144774296544,0.0009706253980533,-0.0207176015356791,0.0362467502880466,0.0022938039873411,-0.0523334661995762,-0.0250170070993737,0.0040351672380755,-0.076375141904817,-0.1172596297187778,-0.141570199573464,-0.010334372926992,0.0444393699267404,0.0217099999999999,0.0066889999999999,0.0359026,0.0380051,0.04332875,0.0305601166666666,0.0389967249999999,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.1881693541123764,25238.345741503643,26340.0,300.18357232657945,340.50988285719444,0.2159961493902938,0.3608667649900251,59.57446808510638,27441.654258496357,-0.1184291926925579,0.0888547657594595,,
9,5930,삼성전자,2015-01-15,26900,26980,26580,26680,14103900,-0.00817843866171,0.0112443778110944,-0.0037481259370314,0.0,-0.0159325995569432,26.657745875388827,26.43584164794523,0.0033092659446449,0.0085431314735011,0.010567781523427,0.062962323536833,0.0746653419084575,0.2082011604090301,0.1625596110706069,0.1540819576654959,0.0954471256347888,0.0888198507223885,-0.0273498891098984,0.0515617329925015,48.25174825174825,0.0082823956958837,0.008437328023048,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.74,1.57,0.2329376854599406,14300.0,1.07,32.9116698858621,-0.0414034416012592,0.1295152906285023,-0.0762145623433784,-0.0324610761228892,-0.0905809562689806,-0.0723696968900437,-0.0310091448672278,0.0276164748757435,0.0010470248591725,0.006398600706959,0.010694823951914,0.0308886399443247,0.0092600009576081,-0.0525018772163015,-0.2521111182013485,-0.2270941111019747,-0.1238749198358531,-0.1321557853454315,-0.1346902293099849,-0.0219535005101378,0.0419682075755112,0.015021,-0.0117059999999999,0.0365248,0.0380729,0.0434341,0.03062745,0.038946,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.1863065424702122,25371.786708208645,26401.0,294.6912509705253,331.34615647985987,0.2253957362329889,0.320487681512937,51.9607843137255,27430.213291791355,-0.1106242061134714,0.0888547657594595,,
