"code","name","date","open","high","low","close","volume","diffratio","high_close_ratio","low_close_ratio","open_lastclose_ratio","volume_lastvolume_ratio","trans_price_exp","trans_price_exp_ma5","close_ma5_ratio","close_ma10_ratio","close_ma20_ratio","close_ma60_ratio","close_ma120_ratio","volume_ma5_ratio","volume_ma10_ratio","volume_ma20_ratio","volume_ma60_ratio","volume_ma120_ratio","close_ubb_ratio","close_lbb_ratio","rsi","buy_strength_ma5_ratio","sell_strength_ma5_ratio","prevvalid_cnt","eps","bps","per","pbr","roe","roa","eps_krx","bps_krx","per_krx","pbr_krx","roe_krx","dps_krx","dyr_krx","marketcap","ind","ind_diff","ind_ma5","ind_ma10","ind_ma20","ind_ma60","ind_ma120","inst","inst_diff","inst_ma5","inst_ma10","inst_ma20","inst_ma60","inst_ma120","foreign","foreign_diff","foreign_ma5","foreign_ma10","foreign_ma20","foreign_ma60","foreign_ma120","bal_rto","bal_rto_diff","bal_rto_ma10","bal_rto_ma120","bal_rto_ma20","bal_rto_ma5","bal_rto_ma60","short_ratio","short_ratio_diff","short_ratio_ma10","short_ratio_ma120","short_ratio_ma20","short_ratio_ma5","short_ratio_ma60","adx","lbb","ma20","macd","macd_signal","minus_dmi","plus_dmi","rsi_signal","ubb","macd_signal_ratio","trans_price_mean","macd_signal_sign"
"316140","우리금융지주","20190213",15600,15600,14950,15300,3961223,-0.019230769230769232,0.019607843137254832,-0.022875816993464082,"","",24.837427656275977,"","","","","","","","","","","","","","","","",1,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.97345306079857,0.22767312014496532,"","","","","","",-0.27345872726680626,"","","","","","",0.049876010514934406,"","","","","","",0.0063,-0.00010000000000000026,0.00562,0.002995833333333334,0.004765,0.00618,0.0034183333333333336,0.19232,0.10889199999999999,0.0577518,0.06871018333333333,0.043643699999999994,0.10273819999999997,0.04172136666666667,"","","",0.0,0.0,"","","","","",0.056133736243962375,""
"316140","우리금융지주","20190214",15250,16000,15200,16000,2626606,0.0457516339869281,0.0,-0.050000000000000044,-0.0032679738562091387,-0.33692044098501905,24.437830551081493,"","","","","","","","","","","","","","","","",2,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,30.01818895463996,-0.22466940226284415,-0.4523425224078095,"","","","","",-0.08905370657038018,0.18440502069642606,"","","","","",0.3273620025234085,0.2774859920084741,"","","","","",0.0064,0.00010000000000000026,0.0054399999999999995,0.0029608333333333335,0.004615,0.005959999999999999,0.0033683333333333334,0.083428,0.048909,0.041107399999999995,0.06791616666666665,0.0344839,0.07009259999999999,0.03872983333333333,1.0,"","",15.705128205128858,8.725071225071588,0.0,0.5,"","",0.8,0.056133736243962375,""
"316140","우리금융지주","20190215",15800,15850,15600,15650,1276624,-0.021875,0.012779552715654896,-0.0031948881789137795,-0.012499999999999956,-0.5139644088226403,23.722736733183165,"","","","","","","","","","","","","","","","",3,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.99607114938634,0.16679460827933676,0.39146401054218094,"","","","","",-0.006152947148103122,0.08290075942227706,"","","","","",-0.19115338580506086,-0.5185153883284694,"","","","","",0.0063,0.00020000000000000052,0.00524,0.0029249999999999996,0.004444999999999999,0.00572,0.0033116666666666663,0.034519,-0.09584299999999998,0.0379088,0.06829946666666667,0.031964099999999995,0.05708919999999999,0.03784481666666666,1.0,"","",9.157971537420963,8.902489385870512,0.0,0.3170731707317073,"","",0.028697832760793407,0.056133736243962375,""
"316140","우리금융지주","20190218",15700,15800,15650,15750,1034314,0.006389776357827476,0.0031746031746031633,-0.006349206349206327,0.0031948881789136685,-0.18980529897604936,23.51225604462906,"","","","","","","","","","","","","","","","",4,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","","","",30.00244059767182,-0.04724000641971394,-0.2140346146990507,"","","","","",0.24017754763060348,0.2463304947787066,"","","","","",-0.18533926834597617,0.0058141174590846945,"","","","","",0.0060999999999999995,0.0002999999999999999,0.005050000000000001,0.0028908333333333334,0.00428,0.00548,0.003253333333333333,0.13036199999999998,0.057299999999999976,0.036196599999999995,0.06849103333333333,0.0313886,0.0520764,0.03924885,1.0,"","",9.566219617156094,9.127330250127144,0.0,0.27373962340554764,"","",0.04808518537201345,0.056133736243962375,""
"316140","우리금융지주","20190219",15800,15850,15550,15550,974123,-0.012698412698412698,0.019292604501607746,0.0,0.0031746031746031633,-0.058194126735208074,23.449115223585768,23.99187324175109,-0.006389776357827448,"","","","",-0.5066677538187907,"","","","","","","",-0.024929045282349183,-0.025248934430033287,5,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.98966087102542,-0.024782291353350656,0.022457715066363283,0.019555205677678666,"","","","",0.1183064151036368,-0.12187113252696667,-0.0020362836502098554,"","","","",-0.11622351592150067,0.0691157524244755,-0.023095631406838953,"","","","",0.0058,0.0005999999999999998,0.00487,0.0028583333333333334,0.00412,0.00524,0.003198333333333333,0.073062,0.04397000000000001,0.0241087,0.06835973333333333,0.0288122,0.0267478,0.03912846666666667,0.830221539939391,"","",1.628202229823728,6.896509206486195,0.07992232733817208,0.20810590004380922,"","",-0.7639092211618601,0.056133736243962375,""
"316140","우리금융지주","20190220",15400,15500,15100,15250,2923220,-0.01929260450160772,0.016393442622950838,-0.00983606557377048,-0.009646302250803873,2.000873606310497,24.525437067226395,23.929475123941177,-0.02493606138107418,"","","","",0.6543618497893635,"","","","","","","",0.028193097639598985,0.02855589249231083,5,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.9701797354536,0.3159310623216864,0.340713353675037,0.03720679411302288,"","","","",-0.21019834292321482,-0.32850475802685164,0.010615793218508428,"","","","",-0.12513290138956357,-0.0089093854680629,-0.05809741378773855,"","","","",0.0052,0.0,0.00467,0.0028291666666666665,0.00397,0.00506,0.0031483333333333337,0.029091999999999996,0.010680999999999996,0.0192706,0.06891390833333334,0.0269843,0.0127654,0.03911925,0.7200533966773534,"","",-16.002403187241725,0.6896307928857316,0.34975984283899103,0.14707324954330872,"","",-24.2043049010041,0.056133736243962375,""
"316140","우리금융지주","20190221",15200,15250,15050,15100,883514,-0.009836065573770493,0.009933774834437026,-0.0033112582781457123,-0.003278688524590123,-0.6977600043787331,23.317418227695345,23.705392659263946,-0.023285899094437235,"","","","",-0.37708718314615697,"","","","","","","",-0.016862691521401407,-0.01708190346978289,5,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.960294976221057,0.3141636691665327,-0.0017673931551536737,0.14497340839889825,"","","","",-0.054557143406895645,0.15564119951631916,0.01751510585120534,"","","","",-0.26440441238056217,-0.1392715109909986,-0.1764506967685327,"","","","",0.0052,9.99999999999994e-05,0.004520000000000001,0.0028066666666666665,0.003845,0.004919999999999999,0.0031066666666666664,0.018411,0.008956,0.0194697,0.06978428333333334,0.025815949999999997,0.0121222,0.04002143333333333,0.6574775777108581,"","",-33.828699141422476,-8.046037648240354,0.3367176471509811,0.12784549169578294,"","",3.204392350664767,0.056133736243962375,""
"316140","우리금융지주","20190222",14950,15000,14750,14850,1546763,-0.016556291390728478,0.010101010101010166,-0.006734006734006703,-0.009933774834437137,0.75069438628024,23.86079141005443,23.7330035946382,-0.02941176470588236,"","","","",0.050514036121486416,"","","","","","","",0.007291522357443014,0.007386140358025095,5,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.943600097648886,0.4782930545920739,0.16412938542554117,0.2072730976614457,"","","","",-0.12865707286765976,-0.07409992946076412,-0.006985719292705991,"","","","",-0.35916168152457745,-0.09475726914401528,-0.210052355912436,"","","","",0.0051,0.00020000000000000052,0.00436,0.0027833333333333334,0.00371,0.00476,0.0030666666666666668,0.009455,0.005736,0.019164099999999996,0.07135929166666667,0.0249208,0.0187284,0.04139391666666667,0.6516626574871496,"","",-57.12780944655424,-19.84131039429842,0.44540949456583573,0.10114470470605964,"","",1.8792357113152378,0.056133736243962375,""
"316140","우리금융지주","20190225",14900,15050,14850,14900,905856,0.003367003367003367,0.010067114093959662,-0.003355704697986628,0.0033670033670034627,-0.4143537180550608,23.325752124003042,23.695702810512994,-0.015201586252478472,"","","","",-0.37384460804183217,"","","","","","","",-0.016246510944017745,-0.016457595098106625,5,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.94696144535159,-0.07857209092835947,-0.5568651455204333,0.20100668075971656,"","","","",0.22779448389147944,0.3564515567591392,-0.009462332040530796,"","","","",-0.14913407870566625,0.2100276028189112,-0.20281131798437402,"","","","",0.0049,0.0,0.004200000000000001,0.0027608333333333335,0.0035900000000000003,0.004620000000000001,0.003028333333333334,0.003719,0.0005690000000000001,0.0230696,0.07234165833333334,0.0262818,0.0203168,0.04237721666666667,0.6285132749295038,"","",-69.9120992281205,-31.407911017375646,0.39149836242184405,0.11916173755522884,"","",1.2259391651180929,0.056133736243962375,""
"316140","우리금융지주","20190226",14900,14950,14700,14700,890582,-0.013422818791946308,0.017006802721088343,0.0,0.0,-0.01686139960435218,23.30201292039992,23.666282349875825,-0.017379679144384985,-0.03952956550147013,"","","",-0.3772097228855926,-0.4768306670602559,"","","","","","",-0.016217037821710134,-0.01642791642570207,5,3235.0,39819.0,3.48,0.28,8.44,0.56,"","","","","",0.0,0.0,29.93344772618487,0.4128188083747482,0.4913908993031077,0.2885269007053363,0.15404105319150752,"","","",-0.04451021916005488,-0.2723047030515343,-0.04202565889326913,-0.022030971271739495,"","","",-0.37199606549424985,-0.2228619867885836,-0.25396582789892386,-0.1385307296528814,"","","",0.0049,0.0003999999999999993,0.004059999999999999,0.0027408333333333334,0.00347,0.0045000000000000005,0.0029933333333333335,0.00315,-0.022726,0.028372800000000004,0.07310788333333333,0.026654100000000003,0.0214696,0.04444238333333333,0.6256083970121511,"","",-88.2656585189743,-44.1473470454466,0.42248727837800604,0.1014511185251743,36.95652173913044,"",0.999342303131171,0.056133736243962375,""
